date,smp_max,smp_min,smp_mean,supply
2020-02-07,165.92201013662626,89.25468424227465,109.38547253461766,79.69679833959064
2020-02-08,165.50892763694483,87.5938300809594,107.87452550360531,77.95469405755853
2020-02-09,166.14807473550985,88.21833871311154,107.59509286494188,78.70548860082503
2020-02-10,164.99845008835769,86.73436761996659,106.24121557072131,77.4746165792658
2020-02-11,157.78301778568414,86.73595944506819,106.48883786859821,75.6264835516468
2020-02-12,159.6366882591107,86.71537632405447,106.69591547338305,75.315277861875
2020-02-13,161.65065681756226,87.32781715451918,108.6110369638687,75.7187422066166
2020-02-14,168.01847313082936,89.54566933829831,109.24656553508382,78.92703839177454
2020-02-15,170.2984850177426,91.05999638391583,111.32655196827368,81.40438306757234
2020-02-16,168.08720849828052,89.55093903440292,110.50441998035672,79.29070898353483
2020-02-17,159.7928669898369,86.60999584491158,109.30846329251878,74.51656330228242
2020-02-18,170.24118500238689,91.15997535069108,110.80837781585221,81.55387814119258
2020-02-19,169.45290660136294,91.87159292813992,111.84348586314161,86.09962880122204
2020-02-20,162.19342480363767,87.76092623916871,110.10578299318335,75.76365700820345
2020-02-21,168.21092574192681,91.17808512637937,111.42146986074036,80.40742910806081
2020-02-22,168.48453790547347,91.82683029164002,111.27173720677396,83.28224766388398
2020-02-23,168.18694257652496,91.28100836380817,110.41679858281998,80.3406661139848
2020-02-24,177.02183440802781,91.24574735876436,110.384579306365,81.6494368117258
2020-02-25,175.86241698974774,91.77962499723594,111.89869875065588,85.25558942792698
2020-02-26,172.06426008325036,91.4064281890956,108.91882292439291,83.35414401533626
2020-02-27,170.4686439691246,91.34880486340644,109.35028196334888,82.75851447812207
2020-02-28,167.33262828127695,89.39207309639954,107.75194759584022,78.64240698809972
2020-02-29,167.37572252971307,90.49755642043056,110.1902206321552,79.87983131961232
2020-03-01,160.46576489685006,89.15407627243326,111.09148106157559,75.56150313371248
2020-03-02,166.83061617840173,91.3825145716601,110.572205214055,82.50474948721612
2020-03-03,169.96438266691945,91.50745841697456,110.27714015555782,81.46209601536184
2020-03-04,169.19835431637583,91.38461415953734,110.47726123315525,78.96794399327109
2020-03-05,169.85379904901663,91.69643942056842,112.20702778656646,80.0925540195526
